hechos,intervencion,resultado,fecha_hechos,fecha_denuncia,provincia,ambito,tipo_desciminacion,reference,link
"Un usuario se interesa por una oferta de trabajo publicada en el INEM para el puesto de peón de albañil. Cuando se pone en contacto con el empresario, éste le pregunta directamente si es gitano y tras su respuesta afirmativa, confiesa que “no quiere gitanos, que no le interesan”. Un amigo del usuario con el mismo perfil, pero que no es gitano, consigue en esa misma conversación telefónica una entrevista de trabajo, por lo que la FSG informa al INEM de la existencia de discriminación étnica en el proceso de selección.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Albacete,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/albacete-julio-discriminaci%C3%B3n-en-el-empleo
"Una joven gitana que trabaja en un supermercado es despedida por haber mantenido una actitud supuestamente racista con una compañera de trabajo inmigrante. La trabajadora niega los hechos y, por el contrario, asegura haber sido la víctima de numerosas conductas discriminatorias por ser gitana, que fueron debidamente comunicadas a sus superiores, y por las que tuvo que seguir un tratamiento médico por depresión. La FSG colabora con el abogado de oficio de la trabajadora para impugnar el despido, y el conflicto se resuelve mediante acto de conciliación, por el que se reconoce el derecho de la víctima a percibir una indemnización por despido improcedente.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Zaragoza,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/zaragoza-julio-discriminaci%C3%B3n-en-el-empleo
"Un usuario de la FSG solicita en la Dirección General de Tráfico los documentos de baja de varios vehículos vendidos años atrás, para lo que, según le informan, necesita como requisito imprescindible presentar la documentación acreditativa de su propiedad. Otro trabajador de la FSG llama por teléfono exponiendo la misma situación, pero la DGT responde que sólo necesita rellenar, al contrario de lo exigido al usuario gitano, una hoja de solicitud. La FSG escribe una carta de reclamación y mantiene una reunión con el director de la entidad, que pide disculpas por lo sucedido.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Asturias,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/gij%C3%B3n-asturias-julio-discriminaci%C3%B3n-en-los-bienes-y-servicios
"Tras publicarse una oferta de empleo para peón de construcción en un periódico local, el prospector de la FSG se cita con el encargado de la obra para llevarle tres currículos. Cuando el encargado ve las fotos de los candidatos pregunta: “¿son españoles? Porque yo no contrato marroquíes”. El prospector le explica que son españoles y que el programa de empleo de la FSG trabaja prioritariamente con población gitana. Ante esta respuesta, el encargado deja de interesarse por los currículos, alegando que su experiencia con los gitanos es muy negativa, que todavía tiene uno en la obra y que le suele faltar material. A pesar de la insistencia del prospector, el encargado le dice que le presente “otro tipo de personas”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Valladolid,Empleo,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/valladolid-julio-discriminaci%C3%B3n-en-el-empleo
"Un mando de la policía judicial realiza unas declaraciones en un periódico de ámbito nacional en relación a una operación contra las mafias de delincuencia internacional, manifestando que “en un buen número de casos fueron los clanes de etnia gitana los que nos avisaron dónde vivían los inmigrantes; nos pedían que nos lleváramos a esa gente de aquí cuanto antes”. La FSG escribe una carta dirigida al delegado y subdelegado de gobierno de Málaga manifestando su malestar y preocupación por los términos utilizados que, además, pueden crear un clima de tensión entre las comunidades gitana e inmigrante.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Málaga,Servicios policiales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/m%C3%A1laga-julio-discriminaci%C3%B3n-en-la-polic%C3%ADa
"Un periódico local publica una noticia en la que se informa de un tiroteo ocurrido en un “poblado gitano”. En la noticia se identifica a la comunidad gitana con la violencia, el crimen y la marginalidad, por lo que FSG escribe una carta al director del periódico manifestando su disconformidad con el tratamiento informativo.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Lugo,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/lugo-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Con el titular “Delincuentes al acecho del descuido ajeno” un periódico de ámbito nacional publica un artículo que trata sobre el aumento de la delincuencia callejera en la capital, especificando que estos delincuentes “se distribuyen en tres grupos: rumanos, marroquíes y gitanos” añadiendo que las relaciones entre los gitanos y rumanos no son nada buenas, ya que estos últimos “han ido comiéndole terreno, negocio y técnicas a los primeros”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Madrid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/madrid-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Una usuaria de la FSG firma un contrato de arrendamiento a través de una agencia inmobiliaria, donde entrega la fianza requerida sin recibir en ese momento las llaves de la vivienda, a falta de la firma de la propietaria. Dos días después recibe una llamada de la agencia, que le comunica que la propietaria se ha puesto enferma y no quiere alquilar la vivienda. La FSG comprueba que el inmueble se ha alquilado a una persona no gitana, por lo que se pone en contacto con el director de la Inmobiliaria, que se compromete a no volver a tratar con esa propietaria para evitar que vuelvan a darse tratos discriminatorios.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Valencia,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/valencia-julio-discriminaci%C3%B3n-en-la-vivienda
"Aparece publicado en un periódico un artículo cuyo título dice “Gitano, famoso y tribunales, una combinación explosiva”. Se tratan los problemas con la justicia por los que atraviesa un famoso gitano, comparando este caso con otros tres más en los que otras personas gitanas conocidas tuvieron problemas con la justicia, con la intención de demostrar que es un fenómeno relativamente frecuente.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Sevilla,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/sevilla-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Con el titular “Identificadas cuatro mujeres de etnia gitana por robar embutidos en un supermercado” un periódico publica una noticia haciendo referencia, en repetidas ocasiones, a la pertenencia étnica de las personas que presuntamente estaban implicadas en el robo.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Pontevedra,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/pontevedra-julio-medios-de-comunicaci%C3%B3n
Un periódico local publica una noticia sobre la detención de cuatro personas por ser autoras de un delito de tráfico de drogas. En la descripción de los hechos se especifica que una de las acusadas está emparentada con una familia de etnia gitana.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Valladolid,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/valladolid-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
Un periódico local publica una noticia relacionada con la detención de 16 personas por cometer presuntamente un delito de pederastia. En el relato de los hechos se especifica en varias ocasiones el origen étnico de los implicados.,,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Valencia,Medios de comunicación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/valencia-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n
"Una pelea presuntamente motivada por la negativa del dueño de un bar a servir a varias personas gitanas, se salda con un hombre de esta etnia herido de gravedad y con la detención del dueño del establecimiento como presunto agresor. Ello provoca una peligrosa reacción anti-gitana en la localidad y la llamada a una manifestación de protesta en el mercadillo, así como el boicot a los vendedores gitanos. A pesar del fracaso de la convocatoria, continúan difundiéndose en diversos foros de Internet numerosos mensajes de marcado carácter racista, que incitan al odio y a la violencia contra la comunidad gitana. La FSG pone en conocimiento de la Fiscalía de Castilla y León el contenido de los mensajes pero, tras abrir diligencias previas, el caso es archivado provisionalmente ante la imposibilidad de identificar a los autores de los mensajes.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Burgos,Redes sociales,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/aranda-de-duero-burgos-julio-discriminaci%C3%B3n-en-los-medios-de-comunicaci%C3%B3n-internet
"Un chico gitano es informado, a través de un amigo suyo que trabaja en una Inmobiliaria, sobre la venta de un piso de protección oficial a la que podía acceder por cumplir con los requisitos exigidos. Una vez realizados los trámites oportunos para la compra del mismo, el amigo recibe información de que su solicitud ya ha sido rechazada “porque era gitano”.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Murcia,Vivienda,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/alcantarilla-murcia-julio-discriminaci%C3%B3n-en-la-vivienda
"Un grupo de chicos gitanos denuncian que en una discoteca de la ciudad les han denegado el acceso en varias ocasiones porque ”cada vez que vienen gitanos tienen líos”. El siguiente fin de semana, la coordinadora de la FSG en la localidad les acompaña al mismo establecimiento, y cuando comprueba que, de nuevo, les han impedido la entrada, habla con el portero y solicita una reunión con el encargado. Aunque éste accede inicialmente, al final no acude a la cita, aunque la FSG constata que las prácticas discriminatorias son menos frecuentes.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Ciudad Real,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/ciudad-real-junio-discriminaci%C3%B3n-en-los-bienes-y-servicios
"El Ayuntamiento de Vera vende unos terrenos a una promotora para la construcción de viviendas y zonas verdes. En el transcurso de las obras, se levanta un muro, supuestamente de contención, que incomunica parcialmente a las familias que viven en un barrio con un alto porcentaje de población gitana, con el nuevo desarrollo urbanístico del pueblo. Varias familias usuarias de la FSG se quejan de la situación, por lo que la entidad se dirige en varias ocasiones al Alcalde pidiendo explicaciones, sin recibir respuesta favorable alguna.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Almería,Acceso a bienes y servicios,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/vera-almer%C3%ADa-junio-discriminaci%C3%B3n-en-los-bienes-y-servicios
"La madre de un menor gitano comunica en diversas ocasiones que su hijo presenta conductas inadecuadas para su edad, aunque los responsables de su centro educativo no le dan importancia. Tras la insistencia de la madre y de los trabajadores de la FSG, se consigue la elaboración de informes por parte del propio centro y del servicio de Neurofisiología Clínica. El caso se remite al Instituto Aragonés de Servicios Sociales, que reconoce finalmente la minusvalía del menor. Una intervención temprana podría haber paliado la situación del niño, que pudo haber recibido una menor atención por ser gitano.",,,2005-01-01T00:00:00+01:00,2005-01-01T00:00:00+01:00,Zaragoza,Educación,Sin especificar,,https://informesdiscriminacion.gitanos.org/casos/zaragoza-junio-discriminaci%C3%B3n-en-la-educaci%C3%B3n
